# amplicon position	effect
223	1.100000000000000000e+01
224	1.900000000000000000e+01
225	3.000000000000000000e+00
226	7.000000000000000000e+00
227	6.000000000000000000e+00
228	6.000000000000000000e+00
229	9.000000000000000000e+00
230	1.000000000000000000e+00
231	7.000000000000000000e+00
232	1.200000000000000000e+01
233	7.000000000000000000e+00
234	1.100000000000000000e+01
235	4.000000000000000000e+00
236	5.000000000000000000e+00
237	1.100000000000000000e+01
238	1.400000000000000000e+01
239	1.100000000000000000e+01
240	1.000000000000000000e+01
241	1.200000000000000000e+01
242	1.300000000000000000e+01
243	1.100000000000000000e+01
244	2.000000000000000000e+00
245	1.000000000000000000e+00
246	6.000000000000000000e+00
247	5.000000000000000000e+00
248	1.400000000000000000e+01
249	1.300000000000000000e+01
250	1.300000000000000000e+01
251	6.000000000000000000e+00
252	4.000000000000000000e+00
253	8.000000000000000000e+00
254	1.600000000000000000e+01
255	7.000000000000000000e+00
256	8.000000000000000000e+00
257	3.000000000000000000e+00
258	1.500000000000000000e+01
259	7.000000000000000000e+00
260	4.000000000000000000e+00
261	1.100000000000000000e+01
262	1.000000000000000000e+01
263	2.000000000000000000e+00
264	9.000000000000000000e+00
265	5.000000000000000000e+00
266	6.000000000000000000e+00
267	8.000000000000000000e+00
268	8.000000000000000000e+00
269	5.000000000000000000e+00
270	5.000000000000000000e+00
271	8.000000000000000000e+00
272	6.000000000000000000e+00
273	7.000000000000000000e+00
274	1.800000000000000000e+01
275	1.500000000000000000e+01
276	9.000000000000000000e+00
277	7.000000000000000000e+00
278	4.000000000000000000e+00
279	6.000000000000000000e+00
280	1.300000000000000000e+01
281	6.000000000000000000e+00
282	8.000000000000000000e+00
283	5.000000000000000000e+00
284	8.000000000000000000e+00
285	5.000000000000000000e+00
286	1.300000000000000000e+01
287	1.000000000000000000e+00
288	5.000000000000000000e+00
289	9.000000000000000000e+00
290	3.000000000000000000e+00
291	4.000000000000000000e+00
292	1.000000000000000000e+01
293	1.200000000000000000e+01
294	5.000000000000000000e+00
295	9.000000000000000000e+00
296	7.000000000000000000e+00
297	1.600000000000000000e+01
298	5.000000000000000000e+00
299	1.400000000000000000e+01
300	1.100000000000000000e+01
301	8.000000000000000000e+00
302	1.200000000000000000e+01
303	1.100000000000000000e+01
304	1.200000000000000000e+01
305	9.000000000000000000e+00
306	1.100000000000000000e+01
307	4.000000000000000000e+00
308	6.000000000000000000e+00
309	9.000000000000000000e+00
310	2.800000000000000000e+01
311	9.000000000000000000e+00
312	6.000000000000000000e+00
313	6.000000000000000000e+00
314	6.000000000000000000e+00
315	4.000000000000000000e+00
316	4.000000000000000000e+00
317	1.100000000000000000e+01
318	5.000000000000000000e+00
319	5.000000000000000000e+00
320	1.100000000000000000e+01
321	1.200000000000000000e+01
322	7.000000000000000000e+00
323	6.000000000000000000e+00
324	9.000000000000000000e+00
325	5.000000000000000000e+00
326	3.000000000000000000e+00
327	4.000000000000000000e+00
328	2.100000000000000000e+01
329	5.000000000000000000e+00
330	1.100000000000000000e+01
331	2.000000000000000000e+00
