# amplicon position	effect
72	2.610000000000000000e+02
73	2.020000000000000000e+02
74	3.270000000000000000e+02
75	3.270000000000000000e+02
76	3.270000000000000000e+02
77	3.290000000000000000e+02
78	3.290000000000000000e+02
79	3.290000000000000000e+02
80	3.270000000000000000e+02
81	3.270000000000000000e+02
82	3.270000000000000000e+02
83	3.270000000000000000e+02
84	3.290000000000000000e+02
85	3.270000000000000000e+02
86	3.270000000000000000e+02
87	3.270000000000000000e+02
88	3.270000000000000000e+02
89	3.290000000000000000e+02
90	3.290000000000000000e+02
91	3.290000000000000000e+02
92	3.290000000000000000e+02
93	3.290000000000000000e+02
94	3.290000000000000000e+02
95	3.300000000000000000e+02
96	4.090000000000000000e+02
97	4.660000000000000000e+02
98	4.660000000000000000e+02
99	4.640000000000000000e+02
100	4.640000000000000000e+02
101	4.660000000000000000e+02
102	4.640000000000000000e+02
103	4.640000000000000000e+02
104	4.640000000000000000e+02
105	4.640000000000000000e+02
106	4.070000000000000000e+02
107	4.070000000000000000e+02
108	4.070000000000000000e+02
109	4.550000000000000000e+02
110	4.550000000000000000e+02
111	4.550000000000000000e+02
112	5.230000000000000000e+02
113	5.230000000000000000e+02
114	5.240000000000000000e+02
115	5.240000000000000000e+02
116	5.240000000000000000e+02
117	5.240000000000000000e+02
118	5.240000000000000000e+02
119	5.230000000000000000e+02
120	5.230000000000000000e+02
121	5.860000000000000000e+02
122	5.870000000000000000e+02
123	5.880000000000000000e+02
124	5.190000000000000000e+02
125	5.190000000000000000e+02
126	5.180000000000000000e+02
127	5.180000000000000000e+02
128	5.180000000000000000e+02
129	5.860000000000000000e+02
130	5.860000000000000000e+02
131	5.860000000000000000e+02
132	5.860000000000000000e+02
133	6.170000000000000000e+02
134	6.170000000000000000e+02
135	6.170000000000000000e+02
136	6.190000000000000000e+02
137	6.500000000000000000e+02
138	5.840000000000000000e+02
139	5.840000000000000000e+02
140	6.340000000000000000e+02
141	6.320000000000000000e+02
142	6.320000000000000000e+02
143	6.320000000000000000e+02
144	7.230000000000000000e+02
145	8.690000000000000000e+02
146	8.690000000000000000e+02
147	8.020000000000000000e+02
148	8.440000000000000000e+02
149	8.800000000000000000e+02
150	9.100000000000000000e+02
151	9.090000000000000000e+02
152	9.030000000000000000e+02
153	9.250000000000000000e+02
154	9.870000000000000000e+02
155	1.111000000000000000e+03
156	1.140000000000000000e+03
157	1.176000000000000000e+03
158	1.198000000000000000e+03
159	1.239000000000000000e+03
160	1.344000000000000000e+03
161	1.516000000000000000e+03
162	1.973000000000000000e+03
163	2.372000000000000000e+03
164	2.643000000000000000e+03
165	2.875000000000000000e+03
166	3.067000000000000000e+03
167	4.165000000000000000e+03
168	6.213000000000000000e+03
169	6.531000000000000000e+03
170	7.189000000000000000e+03
171	8.191000000000000000e+03
172	9.008000000000000000e+03
173	9.392000000000000000e+03
174	1.066800000000000000e+04
175	1.216800000000000000e+04
176	8.393000000000000000e+03
177	7.704000000000000000e+03
178	7.548000000000000000e+03
179	6.488000000000000000e+03
180	5.984000000000000000e+03
181	5.183000000000000000e+03
182	4.902000000000000000e+03
183	4.306000000000000000e+03
184	3.875000000000000000e+03
185	3.096000000000000000e+03
186	2.465000000000000000e+03
187	2.267000000000000000e+03
188	1.915000000000000000e+03
189	1.751000000000000000e+03
190	1.681000000000000000e+03
191	1.518000000000000000e+03
192	1.440000000000000000e+03
193	9.620000000000000000e+02
194	6.160000000000000000e+02
195	6.240000000000000000e+02
196	4.840000000000000000e+02
197	4.110000000000000000e+02
198	3.330000000000000000e+02
199	3.330000000000000000e+02
200	3.090000000000000000e+02
201	2.410000000000000000e+02
202	2.410000000000000000e+02
203	1.950000000000000000e+02
204	1.240000000000000000e+02
205	1.920000000000000000e+02
206	1.640000000000000000e+02
207	1.340000000000000000e+02
208	1.340000000000000000e+02
209	1.340000000000000000e+02
210	1.340000000000000000e+02
211	6.700000000000000000e+01
212	4.600000000000000000e+01
213	4.600000000000000000e+01
214	4.700000000000000000e+01
215	4.600000000000000000e+01
216	4.600000000000000000e+01
217	4.500000000000000000e+01
218	1.120000000000000000e+02
219	1.110000000000000000e+02
220	1.110000000000000000e+02
221	1.110000000000000000e+02
222	1.110000000000000000e+02
223	1.110000000000000000e+02
224	1.110000000000000000e+02
225	1.110000000000000000e+02
226	1.110000000000000000e+02
227	1.110000000000000000e+02
228	1.110000000000000000e+02
229	1.090000000000000000e+02
230	1.090000000000000000e+02
231	1.100000000000000000e+02
232	1.090000000000000000e+02
233	1.090000000000000000e+02
234	1.090000000000000000e+02
235	4.300000000000000000e+01
236	4.300000000000000000e+01
237	4.300000000000000000e+01
238	4.500000000000000000e+01
239	4.500000000000000000e+01
240	1.100000000000000000e+02
241	1.100000000000000000e+02
242	1.120000000000000000e+02
243	6.800000000000000000e+01
244	2.000000000000000000e+00
245	0.000000000000000000e+00
246	0.000000000000000000e+00
247	0.000000000000000000e+00
248	0.000000000000000000e+00
249	0.000000000000000000e+00
250	0.000000000000000000e+00
251	0.000000000000000000e+00
252	0.000000000000000000e+00
253	0.000000000000000000e+00
254	0.000000000000000000e+00
255	0.000000000000000000e+00
256	0.000000000000000000e+00
257	0.000000000000000000e+00
258	0.000000000000000000e+00
259	0.000000000000000000e+00
260	0.000000000000000000e+00
261	0.000000000000000000e+00
262	0.000000000000000000e+00
263	0.000000000000000000e+00
264	2.000000000000000000e+00
265	0.000000000000000000e+00
266	0.000000000000000000e+00
267	0.000000000000000000e+00
268	0.000000000000000000e+00
269	0.000000000000000000e+00
270	0.000000000000000000e+00
271	0.000000000000000000e+00
272	0.000000000000000000e+00
273	0.000000000000000000e+00
274	1.000000000000000000e+00
275	0.000000000000000000e+00
276	0.000000000000000000e+00
277	0.000000000000000000e+00
278	0.000000000000000000e+00
279	0.000000000000000000e+00
280	0.000000000000000000e+00
281	0.000000000000000000e+00
282	0.000000000000000000e+00
283	0.000000000000000000e+00
284	0.000000000000000000e+00
285	0.000000000000000000e+00
286	0.000000000000000000e+00
287	0.000000000000000000e+00
288	0.000000000000000000e+00
289	0.000000000000000000e+00
290	0.000000000000000000e+00
291	0.000000000000000000e+00
292	0.000000000000000000e+00
293	0.000000000000000000e+00
294	0.000000000000000000e+00
295	0.000000000000000000e+00
296	0.000000000000000000e+00
297	0.000000000000000000e+00
298	0.000000000000000000e+00
299	2.000000000000000000e+00
300	0.000000000000000000e+00
301	1.000000000000000000e+00
302	2.000000000000000000e+00
303	1.300000000000000000e+01
304	0.000000000000000000e+00
305	0.000000000000000000e+00
306	5.000000000000000000e+00
307	1.000000000000000000e+00
308	2.000000000000000000e+00
309	2.000000000000000000e+00
310	2.000000000000000000e+00
311	0.000000000000000000e+00
312	1.000000000000000000e+00
313	0.000000000000000000e+00
314	1.000000000000000000e+00
315	0.000000000000000000e+00
316	4.000000000000000000e+00
317	1.000000000000000000e+00
318	1.000000000000000000e+00
319	1.000000000000000000e+00
320	2.000000000000000000e+00
321	0.000000000000000000e+00
322	1.000000000000000000e+00
323	0.000000000000000000e+00
324	3.000000000000000000e+00
325	0.000000000000000000e+00
326	0.000000000000000000e+00
327	2.000000000000000000e+00
328	1.000000000000000000e+00
329	3.000000000000000000e+00
330	5.000000000000000000e+00
331	1.800000000000000000e+01
