# amplicon position	effect
155	1.051282051282051322e+00
156	6.347826086956521729e-01
157	1.150684931506849251e+00
158	2.722222222222222321e+00
159	5.600000000000000000e+01
160	9.768000000000000682e+01
161	1.017500000000000000e+02
162	8.066666666666667140e+01
163	7.100000000000000000e+01
164	8.666666666666666075e+00
165	5.670588235294117396e+01
166	5.657142857142856940e+01
167	4.600000000000000000e+01
168	8.846153846153845812e-01
169	1.014814814814814881e+01
170	1.840540540540540704e+01
171	4.235294117647058876e+00
172	2.923809523809523725e+01
173	5.409146341463414842e+01
174	6.793444562773636619e+01
175	6.538972029217886472e+01
176	5.688037126160192258e+01
177	2.994495412844036863e+01
178	3.429347826086956275e+01
179	2.619858156028368867e+01
180	1.488383838383838409e+01
181	2.533749999999999858e+01
182	4.902000000000000313e+01
183	1.932876712328767255e+01
184	1.766666666666666785e+01
185	2.285875706214689274e+01
186	3.109433962264150964e+01
187	4.532142857142856940e+01
188	4.166666666666666430e+01
189	3.312500000000000000e+01
190	4.376470588235294557e+00
191	4.329411764705882071e+00
192	2.657142857142857295e+01
193	3.100000000000000000e+01
194	2.800000000000000000e+01
195	8.000000000000000000e+00
196	4.503571428571428470e+01
197	3.187837837837837895e+01
198	2.386956521739130466e+01
199	0.000000000000000000e+00
200	0.000000000000000000e+00
201	1.850000000000000000e+01
202	2.250000000000000000e+01
203	2.560000000000000142e+01
204	2.500000000000000000e+01
205	0.000000000000000000e+00
206	8.000000000000000000e+00
207	8.333333333333333925e+00
208	2.750000000000000000e+01
209	4.600000000000000000e+01
210	0.000000000000000000e+00
211	0.000000000000000000e+00
212	3.300000000000000000e+01
213	1.850000000000000000e+01
214	3.000000000000000000e+00
215	2.000000000000000000e+00
216	0.000000000000000000e+00
217	1.866666666666666785e+01
218	1.866666666666666785e+01
219	6.600000000000000000e+01
220	1.622222222222222143e+01
221	1.000000000000000000e+01
222	9.000000000000000000e+00
223	9.000000000000000000e+00
224	0.000000000000000000e+00
225	5.333333333333333037e+00
226	5.333333333333333037e+00
227	0.000000000000000000e+00
228	0.000000000000000000e+00
229	0.000000000000000000e+00
230	0.000000000000000000e+00
231	0.000000000000000000e+00
232	0.000000000000000000e+00
233	1.199999999999999956e+00
234	2.000000000000000000e+00
235	0.000000000000000000e+00
236	0.000000000000000000e+00
237	0.000000000000000000e+00
238	0.000000000000000000e+00
239	0.000000000000000000e+00
240	0.000000000000000000e+00
241	0.000000000000000000e+00
242	0.000000000000000000e+00
243	0.000000000000000000e+00
244	6.000000000000000000e+00
245	6.000000000000000000e+00
246	0.000000000000000000e+00
247	0.000000000000000000e+00
248	0.000000000000000000e+00
249	2.000000000000000000e+00
250	2.000000000000000000e+00
251	8.800000000000000000e+01
252	8.800000000000000000e+01
253	0.000000000000000000e+00
254	0.000000000000000000e+00
255	0.000000000000000000e+00
256	0.000000000000000000e+00
257	0.000000000000000000e+00
258	0.000000000000000000e+00
259	0.000000000000000000e+00
260	0.000000000000000000e+00
261	0.000000000000000000e+00
262	0.000000000000000000e+00
263	0.000000000000000000e+00
264	0.000000000000000000e+00
265	0.000000000000000000e+00
266	0.000000000000000000e+00
267	0.000000000000000000e+00
268	0.000000000000000000e+00
269	0.000000000000000000e+00
270	0.000000000000000000e+00
271	0.000000000000000000e+00
272	0.000000000000000000e+00
273	0.000000000000000000e+00
274	0.000000000000000000e+00
275	0.000000000000000000e+00
276	0.000000000000000000e+00
277	0.000000000000000000e+00
278	0.000000000000000000e+00
279	0.000000000000000000e+00
280	0.000000000000000000e+00
281	0.000000000000000000e+00
282	0.000000000000000000e+00
283	0.000000000000000000e+00
284	0.000000000000000000e+00
285	0.000000000000000000e+00
286	0.000000000000000000e+00
287	0.000000000000000000e+00
288	0.000000000000000000e+00
289	0.000000000000000000e+00
290	0.000000000000000000e+00
291	0.000000000000000000e+00
292	0.000000000000000000e+00
293	0.000000000000000000e+00
294	0.000000000000000000e+00
295	0.000000000000000000e+00
296	0.000000000000000000e+00
297	0.000000000000000000e+00
298	0.000000000000000000e+00
299	0.000000000000000000e+00
300	0.000000000000000000e+00
301	0.000000000000000000e+00
302	0.000000000000000000e+00
303	0.000000000000000000e+00
304	0.000000000000000000e+00
305	0.000000000000000000e+00
306	1.000000000000000000e+00
307	1.000000000000000000e+00
308	0.000000000000000000e+00
309	0.000000000000000000e+00
310	0.000000000000000000e+00
311	0.000000000000000000e+00
312	0.000000000000000000e+00
313	5.000000000000000000e-01
314	5.000000000000000000e-01
315	5.000000000000000000e-01
316	5.000000000000000000e-01
317	0.000000000000000000e+00
318	0.000000000000000000e+00
319	0.000000000000000000e+00
320	1.000000000000000000e+00
321	1.000000000000000000e+00
322	1.000000000000000000e+00
323	1.000000000000000000e+00
324	0.000000000000000000e+00
325	0.000000000000000000e+00
326	0.000000000000000000e+00
327	0.000000000000000000e+00
328	0.000000000000000000e+00
329	0.000000000000000000e+00
330	0.000000000000000000e+00
331	3.718309859154929509e+00
