# amplicon position	effect
118	1.698268139743206895e+00
119	1.698268139743206895e+00
120	1.698268139743206895e+00
121	1.698268139743206895e+00
122	1.698268139743206895e+00
123	1.698268139743206895e+00
124	1.698268139743206895e+00
125	1.933412959092266403e+00
126	1.933412959092266403e+00
127	1.933412959092266403e+00
128	1.933412959092266403e+00
129	1.933412959092266403e+00
130	2.157360406091370475e+00
131	2.157360406091370475e+00
132	2.157360406091370475e+00
133	2.157360406091370475e+00
134	2.157360406091370475e+00
135	2.273066587040907915e+00
136	2.273066587040907915e+00
137	2.273066587040907915e+00
138	2.273066587040907915e+00
139	2.396237682890415055e+00
140	2.396237682890415055e+00
141	2.396237682890415055e+00
142	2.396237682890415055e+00
143	2.582860555389668633e+00
144	2.582860555389668633e+00
145	2.967303672738130782e+00
146	2.967303672738130782e+00
147	3.000895789787996204e+00
148	3.004628247237981498e+00
149	3.004628247237981498e+00
150	3.157659002687369210e+00
151	3.396536279486413790e+00
152	3.396536279486413790e+00
153	3.478650343386085364e+00
154	3.665273215885338942e+00
155	4.004926843833980676e+00
156	4.184084801433263223e+00
157	4.292326067482830965e+00
158	4.620782323081517262e+00
159	4.751418333830994101e+00
160	5.072409674529710699e+00
161	5.091071961779635835e+00
162	5.490444908928037826e+00
163	6.363839952224545016e+00
164	7.998656315318005028e+00
165	8.965362794864137896e+00
166	1.023439832785906312e+01
167	1.117124514780531541e+01
168	1.441101821439235664e+01
169	1.622872499253508494e+01
170	2.527246939384891178e+01
171	2.823230815168707153e+01
172	3.043445804717826064e+01
173	3.333830994326664410e+01
174	3.904150492684383522e+01
175	4.362496267542550044e+01
176	4.236339205733054314e+01
177	3.829874589429680753e+01
178	2.866900567333532379e+01
179	2.784786503433860716e+01
180	2.695207524634218998e+01
181	2.385413556285458370e+01
182	2.111077933711555588e+01
183	1.796058524932815814e+01
184	1.618766796058524804e+01
185	1.367572409674529688e+01
186	1.223872797850104455e+01
187	1.109286354135562824e+01
188	1.026799044490892854e+01
189	9.584950731561660220e+00
190	6.378769782024485302e+00
191	6.035383696625858718e+00
192	5.815168707076739274e+00
193	5.266497461928934420e+00
194	3.762317109584950803e+00
195	2.399970140340399904e+00
196	1.869961182442520187e+00
197	1.548969841743804032e+00
198	1.254105703194983601e+00
199	1.254105703194983601e+00
200	1.254105703194983601e+00
201	1.254105703194983601e+00
202	8.957897879964168419e-01
203	7.576888623469691941e-01
204	5.001492982979993673e-01
205	4.665571812481337788e-01
206	4.628247237981487072e-01
207	4.628247237981487072e-01
208	3.583159151985667590e-01
209	2.463421916990146399e-01
210	2.463421916990146399e-01
211	2.463421916990146399e-01
212	2.463421916990146399e-01
213	2.426097342490295683e-01
214	1.642281277993430932e-01
215	1.642281277993430932e-01
216	1.604956703493580217e-01
217	1.604956703493580217e-01
218	1.604956703493580217e-01
219	1.604956703493580217e-01
220	1.604956703493580217e-01
221	1.604956703493580217e-01
222	1.604956703493580217e-01
223	1.604956703493580217e-01
224	1.604956703493580217e-01
225	1.604956703493580217e-01
226	1.604956703493580217e-01
227	1.604956703493580217e-01
228	1.604956703493580217e-01
229	1.604956703493580217e-01
230	1.604956703493580217e-01
231	1.604956703493580217e-01
232	1.604956703493580217e-01
233	1.604956703493580217e-01
234	1.604956703493580217e-01
235	1.604956703493580217e-01
236	1.604956703493580217e-01
237	1.604956703493580217e-01
238	1.604956703493580217e-01
239	1.604956703493580217e-01
240	1.604956703493580217e-01
241	1.604956703493580217e-01
242	1.567632128993729501e-01
243	1.567632128993729501e-01
244	1.567632128993729501e-01
245	0.000000000000000000e+00
246	0.000000000000000000e+00
247	0.000000000000000000e+00
248	0.000000000000000000e+00
249	0.000000000000000000e+00
250	0.000000000000000000e+00
251	0.000000000000000000e+00
252	0.000000000000000000e+00
253	0.000000000000000000e+00
254	0.000000000000000000e+00
255	0.000000000000000000e+00
256	0.000000000000000000e+00
257	0.000000000000000000e+00
258	0.000000000000000000e+00
259	0.000000000000000000e+00
260	0.000000000000000000e+00
261	0.000000000000000000e+00
262	0.000000000000000000e+00
263	0.000000000000000000e+00
264	0.000000000000000000e+00
265	0.000000000000000000e+00
266	0.000000000000000000e+00
267	0.000000000000000000e+00
268	0.000000000000000000e+00
269	0.000000000000000000e+00
270	0.000000000000000000e+00
271	0.000000000000000000e+00
272	0.000000000000000000e+00
273	0.000000000000000000e+00
274	0.000000000000000000e+00
275	0.000000000000000000e+00
276	0.000000000000000000e+00
277	0.000000000000000000e+00
278	0.000000000000000000e+00
279	0.000000000000000000e+00
280	0.000000000000000000e+00
281	0.000000000000000000e+00
282	0.000000000000000000e+00
283	0.000000000000000000e+00
284	0.000000000000000000e+00
285	0.000000000000000000e+00
286	0.000000000000000000e+00
287	0.000000000000000000e+00
288	0.000000000000000000e+00
289	0.000000000000000000e+00
290	0.000000000000000000e+00
291	0.000000000000000000e+00
292	0.000000000000000000e+00
293	0.000000000000000000e+00
294	0.000000000000000000e+00
295	0.000000000000000000e+00
296	0.000000000000000000e+00
297	0.000000000000000000e+00
298	0.000000000000000000e+00
299	0.000000000000000000e+00
300	0.000000000000000000e+00
301	0.000000000000000000e+00
302	0.000000000000000000e+00
303	0.000000000000000000e+00
304	0.000000000000000000e+00
305	0.000000000000000000e+00
306	0.000000000000000000e+00
307	0.000000000000000000e+00
308	0.000000000000000000e+00
309	0.000000000000000000e+00
310	0.000000000000000000e+00
311	0.000000000000000000e+00
312	0.000000000000000000e+00
313	0.000000000000000000e+00
314	0.000000000000000000e+00
315	0.000000000000000000e+00
316	0.000000000000000000e+00
317	0.000000000000000000e+00
318	0.000000000000000000e+00
319	0.000000000000000000e+00
320	0.000000000000000000e+00
321	0.000000000000000000e+00
322	0.000000000000000000e+00
323	0.000000000000000000e+00
324	0.000000000000000000e+00
325	0.000000000000000000e+00
326	0.000000000000000000e+00
327	0.000000000000000000e+00
328	0.000000000000000000e+00
329	0.000000000000000000e+00
330	0.000000000000000000e+00
331	0.000000000000000000e+00
